N,N_visited,
0,0
1,1
2,2
3,1
4,3
5,3
6,2
7,3
8,4
9,4
10,5
11,4
12,5
13,3
14,6
15,7
16,5
17,5
18,6
19,4
20,6
21,8
22,7
23,4
24,5
25,5
26,6
27,6
28,6
29,6
30,7
31,2
32,2
33,8
34,8
35,8
36,8
37,4
38,9
39,9
40,5
41,9
42,6
43,5
44,7
45,5
46,6
47,7
48,3
49,8
50,4
51,6
52,6
53,7
54,7
55,7
56,6
57,9
58,10
59,11
60,5
61,6
62,10
63,3
64,9
65,7
66,4
67,8
68,9
69,10
70,6
71,8
72,7
73,10
74,11
75,7
76,7
77,12
78,12
79,9
80,10
81,9
82,7
83,8
84,10
85,4
86,6
87,10
88,8
89,13
90,8
91,4
92,11
93,11
94,7
95,8
96,7
97,7
98,10
99,12
100,9
101,5
102,5
103,8
104,7
105,10
106,11
107,6
108,13
109,6
110,6
111,12
112,9
113,6
114,11
115,11
116,6
117,8
118,7
119,9
120,13
121,12
122,10
123,6
124,13
125,11
126,9
127,8
128,11
129,9
130,5
131,8
132,9
133,11
134,11
135,10
136,14
137,7
138,6
139,10
140,5
141,9
142,9
143,7
144,8
145,12
146,13
147,10
148,7
149,8
150,12
151,13
152,14
153,14
154,12
155,12
156,11
157,10
158,10
159,11
160,11
161,12
162,13
163,13
164,7
165,8
166,10
167,7
168,6
169,7
170,8
171,10
172,9
173,11
174,12
175,13
176,14
177,15
178,7
179,6
180,11
181,12
182,15
183,8
184,7
185,12
186,8
187,8
188,10
189,13
190,10
191,11
192,12
193,10
194,11
195,9
196,12
197,13
198,11
199,4
200,8
201,6
202,7
203,8
204,8
205,4
206,5
207,5
208,10
209,13
210,14
211,14
212,15
213,12
214,9
215,14
216,14
217,13
218,13
219,12
220,14
221,15
222,7
223,8
224,13
225,12
226,16
227,9
228,7
229,8
230,9
231,10
232,11
233,7
234,7
235,8
236,8
237,8
238,8
239,5
240,8
241,14
242,7
243,8
244,8
245,7
246,9
247,15
248,7
249,8
250,7
251,14
252,10
253,11
254,9
255,9
256,11
257,12
258,10
259,9
260,10
261,13
262,8
263,16
264,14
265,9
266,15
267,14
268,15
269,10
270,16
271,8
272,9
273,10
274,10
275,13
276,12
277,8
278,13
279,14
280,15
281,15
282,15
283,9
284,14
285,8
286,9
287,8
288,8
289,9
290,14
291,9
292,8
293,9
294,9
295,9
296,10
297,9
298,11
299,14
300,8
301,10
302,12
303,13
304,13
305,9
306,10
307,11
308,10
309,14
310,15
311,12
312,12
313,16
314,16
315,7
316,8
317,11
318,9
319,15
320,7
321,9
322,10
323,11
324,12
325,12
326,9
327,6
328,5
329,7
330,13
331,11
332,5
333,6
334,6
335,12
336,12
337,13
338,10
339,9
340,9
341,10
342,11
343,15
344,13
345,11
346,11
347,12
348,15
349,11
350,15
351,8
352,10
353,9
354,8
355,9
356,9
357,14
358,12
359,16
360,15
361,16
362,16
363,11
364,11
365,17
366,15
367,9
368,12
369,8
370,9
371,17
372,13
373,14
374,12
375,3
376,6
377,3
378,4
379,10
380,11
381,7
382,12
383,15
384,12
385,9
386,8
387,17
388,12
389,13
390,13
391,8
392,16
393,11
394,7
395,10
396,11
397,9
398,13
399,16
400,11
401,9
402,9
403,9
404,10
405,14
406,10
407,10
408,15
409,11
410,12
411,11
412,13
413,15
414,9
415,16
416,12
417,15
418,16
419,17
420,15
421,16
422,16
423,10
424,14
425,15
426,13
427,14
428,15
429,13
430,13
431,14
432,11
433,13
434,8
435,9
436,10
437,14
438,17
439,11
440,10
441,9
442,18
443,8
444,9
445,4
446,9
447,6
448,9
449,17
450,11
451,10
452,16
453,8
454,17
455,8
456,8
457,11
458,9
459,7
460,9
461,9
462,13
463,19
464,16
465,10
466,17
467,10
468,10
469,11
470,10
471,15
472,7
473,8
474,9
475,11
476,12
477,10
478,11
479,9
480,10
481,14
482,15
483,16
484,17
485,17
486,17
487,11
488,12
489,12
490,11
491,6
492,12
493,10
494,11
495,12
496,15
497,16
498,17
499,8
500,9
501,10
502,10
503,10
504,15
505,9
506,13
507,15
508,10
509,18
510,19
511,12
512,9
513,18
514,9
515,10
516,10
517,11
518,9
519,10
520,19
521,10
522,11
523,18
524,8
525,9
526,18
527,8
528,17
529,9
530,11
531,10
532,12
533,13
534,14
535,15
536,16
537,13
538,13
539,13
540,8
541,9
542,10
543,9
544,14
545,13
546,17
547,15
548,6
549,4
550,4
551,13
552,18
553,10
554,10
555,11
556,7
557,9
558,13
559,13
560,16
561,12
562,15
563,16
564,13
565,7
566,10
567,14
568,11
569,17
570,13
571,20
572,11
573,11
574,16
575,13
576,9
577,10
578,11
579,9
580,16
581,10
582,9
583,5
584,14
585,14
586,14
587,12
588,9
589,10
590,6
591,13
592,17
593,13
594,10
595,15
596,10
597,14
598,14
599,10
600,8
601,10
602,9
603,19
604,9
605,13
606,14
607,11
608,17
609,7
610,11
611,12
612,14
613,11
614,15
615,8
616,11
617,17
618,12
619,11
620,14
621,17
622,10
623,15
624,12
625,12
626,11
627,10
628,6
629,10
630,14
631,16
632,10
633,8
634,8
635,16
636,12
637,12
638,14
639,9
640,16
641,10
642,8
643,8
644,15
645,12
646,5
647,13
648,10
649,9
650,10
651,10
652,10
653,9
654,7
655,18
656,17
657,9
658,14
659,16
660,11
661,12
662,14
663,10
664,13
665,14
666,20
667,19
668,13
669,14
670,21
671,7
672,7
673,14
674,11
675,14
676,13
677,15
678,8
679,16
680,5
681,16
682,10
683,15
684,13
685,12
686,13
687,7
688,17
689,16
690,15
691,10
692,13
693,14
694,9
695,15
696,10
697,15
698,10
699,11
700,17
701,12
702,7
703,12
704,14
705,18
706,5
707,14
708,19
709,11
710,5
711,15
712,12
713,10
714,12
715,21
716,9
717,16
718,5
719,15
720,8
721,9
722,11
723,15
724,14
725,17
726,13
727,11
728,17
729,12
730,18
731,12
732,16
733,8
734,12
735,9
736,12
737,15
738,11
739,16
740,13
741,15
742,16
743,14
744,18
745,11
746,8
747,11
748,20
749,15
750,15
751,12
752,6
753,10
754,15
755,11
756,11
757,5
758,15
759,13
760,10
761,22
762,18
763,12
764,12
765,13
766,18
767,19
768,11
769,14
770,11
771,16
772,11
773,16
774,12
775,20
776,11
777,18
778,14
779,9
780,12
781,6
782,8
783,13
784,14
785,13
786,18
787,10
788,13
789,18
790,11
791,11
792,11
793,6
794,14
795,11
796,16
797,10
798,11
799,14
800,13
801,16
802,14
803,10
804,9
805,18
806,12
807,11
808,10
809,13
810,12
811,15
812,12
813,14
814,16
815,11
816,8
817,14
818,15
819,18
820,15
821,11
822,11
823,13
824,14
825,10
826,15
827,14
828,17
829,10
830,13
831,11
832,13
833,21
834,14
835,9
836,12
837,7
838,16
839,17
840,16
841,17
842,15
843,6
844,18
845,7
846,11
847,12
848,10
849,12
850,9
851,16
852,20
853,17
854,11
855,15
856,10
857,17
858,18
859,13
860,19
861,11
862,13
863,9
864,5
865,8
866,16
867,9
868,7
869,12
870,17
871,13
872,15
873,12
874,15
875,9
876,10
877,10
878,13
879,19
880,11
881,12
882,17
883,16
884,9
885,19
886,14
887,12
888,11
889,18
890,15
891,14
892,7
893,17
894,11
895,14
896,12
897,10
898,19
899,15
900,11
901,12
902,11
903,16
904,16
905,15
906,11
907,11
908,9
909,19
910,12
911,21
912,11
913,18
914,9
915,18
916,16
917,6
918,16
919,17
920,13
921,8
922,16
923,12
924,12
925,8
926,12
927,16
928,9
929,19
930,10
931,11
932,14
933,17
934,14
935,18
936,15
937,11
938,11
939,21
940,10
941,12
942,14
943,14
944,18
945,16
946,20
947,16
948,13
949,7
950,12
951,6
952,9
953,11
954,18
955,16
956,17
957,10
958,18
959,6
960,18
961,14
962,12
963,20
964,14
965,13
966,12
967,16
968,11
969,13
970,10
971,11
972,13
973,9
974,22
975,11
976,12
977,13
978,12
979,15
980,18
981,10
982,11
983,16
984,10
985,10
986,18
987,13
988,12
989,14
990,12
991,13
992,15
993,5
994,17
995,17
996,15
997,11
998,11
999,9
